UserID,Book-Rating,BookTitle
4158,0,The Notebook
4360,10,The Notebook
4401,8,The Notebook
4406,10,The Notebook
4436,10,The Notebook
4472,7,The Notebook
4666,9,The Notebook
4731,7,The Notebook
4769,0,The Notebook
4789,5,The Notebook
4793,0,The Notebook
4836,8,The Notebook
4867,10,The Notebook
4927,0,The Notebook
5014,10,The Notebook
5019,9,The Notebook
5032,0,The Notebook
5033,9,The Notebook
5040,0,The Notebook
5091,0,The Notebook
5214,9,The Notebook
5219,0,The Notebook
5264,9,The Notebook
5269,0,The Notebook
5422,8,The Notebook
5451,0,The Notebook
5681,0,The Notebook
5691,0,The Notebook
5766,0,The Notebook
5780,0,The Notebook
5783,8,The Notebook
5844,0,The Notebook
5866,0,The Notebook
5872,8,The Notebook
5914,9,The Notebook
5916,0,The Notebook
5969,0,The Notebook
6050,2,The Notebook
6120,6,The Notebook
6137,10,The Notebook
6140,0,The Notebook
6184,3,Help!: Level 1
6184,6,The Amsterdam Connection : Level 4 (Cambridge English Readers)
6185,0,Les Particules Elementaires
4868,7,Les Particules Elementaires
5038,4,Les Particules Elementaires
6186,7,A Painted House
6286,0,A Painted House
152,0,A Painted House
199,0,A Painted House
201,0,A Painted House
270,0,A Painted House
281,10,A Painted House
322,0,A Painted House
326,0,A Painted House
396,0,A Painted House
416,0,A Painted House
424,9,A Painted House
451,0,A Painted House
454,6,A Painted House
523,6,A Painted House
533,0,A Painted House
542,9,A Painted House
544,7,A Painted House
553,0,A Painted House
583,10,A Painted House
590,7,A Painted House
604,0,A Painted House
755,7,A Painted House
822,6,A Painted House
825,0,A Painted House
846,8,A Painted House
884,0,A Painted House
893,8,A Painted House
910,0,A Painted House
911,0,A Painted House
913,5,A Painted House
930,9,A Painted House
1014,0,A Painted House
1016,9,A Painted House
1067,0,A Painted House
1077,0,A Painted House
1082,0,A Painted House
1103,0,A Painted House
1138,0,A Painted House
1187,0,A Painted House
1213,0,A Painted House
1323,0,A Painted House
1425,0,A Painted House
1427,8,A Painted House
1449,8,A Painted House
1511,0,A Painted House
1650,8,A Painted House
1711,0,A Painted House
1756,9,A Painted House
1980,0,A Painted House
2050,8,A Painted House
2059,10,A Painted House
2066,10,A Painted House
2085,8,A Painted House
2116,0,A Painted House
2253,0,A Painted House
2272,0,A Painted House
2359,0,A Painted House
2470,0,A Painted House
2474,0,A Painted House
2545,0,A Painted House
2603,0,A Painted House
2651,6,A Painted House
2658,7,A Painted House
2676,0,A Painted House
2728,6,A Painted House
2735,8,A Painted House
2746,10,A Painted House
2814,8,A Painted House
2864,0,A Painted House
2951,0,A Painted House
2960,10,A Painted House
3012,6,A Painted House
3018,7,A Painted House
3043,0,A Painted House
3061,6,A Painted House
3062,0,A Painted House
3081,9,A Painted House
3093,0,A Painted House
3099,8,A Painted House
3108,8,A Painted House
3111,8,A Painted House
3149,10,A Painted House
3253,0,A Painted House
3310,8,A Painted House
3352,0,A Painted House
3367,9,A Painted House
3515,8,A Painted House
3632,0,A Painted House
3643,0,A Painted House
3656,5,A Painted House
3688,5,A Painted House
3691,0,A Painted House
3774,0,A Painted House
3775,5,A Painted House
3807,7,A Painted House
3898,7,A Painted House
3931,5,A Painted House
3943,0,A Painted House
3952,0,A Painted House
3975,10,A Painted House
3979,0,A Painted House
3984,3,A Painted House
4017,0,A Painted House
4026,4,A Painted House
4033,6,A Painted House
4056,9,A Painted House
4068,8,A Painted House
4089,0,A Painted House
4103,0,A Painted House
4158,0,A Painted House
4206,0,A Painted House
4211,0,A Painted House
4232,0,A Painted House
4252,0,A Painted House
4259,0,A Painted House
4312,0,A Painted House
4318,0,A Painted House
4319,0,A Painted House
4445,0,A Painted House
4480,8,A Painted House
4489,0,A Painted House
4593,6,A Painted House
4706,0,A Painted House
4710,0,A Painted House
4772,9,A Painted House
4784,4,A Painted House
4821,0,A Painted House
4908,10,A Painted House
4956,0,A Painted House
4969,5,A Painted House
4990,8,A Painted House
5020,8,A Painted House
5027,0,A Painted House
5094,1,A Painted House
5096,0,A Painted House
5152,0,A Painted House
5156,0,A Painted House
5161,5,A Painted House
5219,0,A Painted House
5227,0,A Painted House
5229,0,A Painted House
5249,7,A Painted House
5295,9,A Painted House
5316,10,A Painted House
5370,10,A Painted House
5417,7,A Painted House
5481,0,A Painted House
5526,0,A Painted House
5552,0,A Painted House
5681,0,A Painted House
5758,0,A Painted House
5762,0,A Painted House
5782,10,A Painted House
5797,0,A Painted House
5801,0,A Painted House
5818,0,A Painted House
5866,0,A Painted House
5910,9,A Painted House
5996,0,A Painted House
6030,0,A Painted House
6058,9,A Painted House
6069,0,A Painted House
6070,0,A Painted House
6072,0,A Painted House
6187,0,Lightning
6257,0,Lightning
46,0,Lightning
61,10,Lightning
111,8,Lightning
118,9,Lightning
241,7,Lightning
326,10,Lightning
354,0,Lightning
376,0,Lightning
422,8,Lightning
518,0,Lightning
604,0,Lightning
647,8,Lightning
663,10,Lightning
723,0,Lightning
770,7,Lightning
774,0,Lightning
835,10,Lightning
875,0,Lightning
956,0,Lightning
991,0,Lightning
1001,0,Lightning
1023,0,Lightning
1187,0,Lightning
1204,0,Lightning
1206,0,Lightning
1230,0,Lightning
1240,0,Lightning
1278,0,Lightning
1282,7,Lightning
1387,0,Lightning
1409,0,Lightning
1520,6,Lightning
1556,0,Lightning
1586,10,Lightning
1641,0,Lightning
1670,0,Lightning
1732,0,Lightning
1849,6,Lightning
1925,0,Lightning
2067,0,Lightning
2073,0,Lightning
2258,0,Lightning
2485,5,Lightning
2560,0,Lightning
2578,0,Lightning
2596,0,Lightning
2619,0,Lightning
2628,0,Lightning
2697,0,Lightning
2757,10,Lightning
2918,5,Lightning
2949,0,Lightning
3007,0,Lightning
3042,0,Lightning
3084,0,Lightning
3103,0,Lightning
3220,0,Lightning
3246,7,Lightning
3335,5,Lightning
3404,0,Lightning
3459,9,Lightning
3532,0,Lightning
3604,0,Lightning
3606,8,Lightning
3638,9,Lightning
3640,0,Lightning
3651,0,Lightning
3704,0,Lightning
3760,0,Lightning
3790,0,Lightning
4030,7,Lightning
4091,10,Lightning
4147,0,Lightning
4148,7,Lightning
4193,0,Lightning
4336,0,Lightning
4366,8,Lightning
4422,0,Lightning
4456,8,Lightning
4460,0,Lightning
4552,8,Lightning
4601,0,Lightning
4709,10,Lightning
4711,9,Lightning
4725,0,Lightning
4731,0,Lightning
4747,10,Lightning
4755,8,Lightning
4842,0,Lightning
4937,0,Lightning
4997,0,Lightning
5103,0,Lightning
5156,0,Lightning
5186,0,Lightning
5214,8,Lightning
5233,0,Lightning
5265,0,Lightning
5290,9,Lightning
5298,0,Lightning
5383,8,Lightning
5521,9,Lightning
5533,0,Lightning
5546,0,Lightning
5562,0,Lightning
5584,0,Lightning
5702,0,Lightning
5707,0,Lightning
5745,0,Lightning
5786,0,Lightning
5794,0,Lightning
5796,8,Lightning
5798,0,Lightning
5870,0,Lightning
5889,0,Lightning
5946,0,Lightning
6053,0,Lightning
6060,8,Lightning
6160,10,Lightning
6187,0,Manhattan Hunt Club
6274,8,Manhattan Hunt Club
6,6,Manhattan Hunt Club
19,0,Manhattan Hunt Club
54,0,Manhattan Hunt Club
281,8,Manhattan Hunt Club
396,8,Manhattan Hunt Club
422,7,Manhattan Hunt Club
519,0,Manhattan Hunt Club
536,0,Manhattan Hunt Club
567,0,Manhattan Hunt Club
568,8,Manhattan Hunt Club
596,9,Manhattan Hunt Club
597,10,Manhattan Hunt Club
672,9,Manhattan Hunt Club
725,8,Manhattan Hunt Club
775,7,Manhattan Hunt Club
814,0,Manhattan Hunt Club
865,6,Manhattan Hunt Club
882,8,Manhattan Hunt Club
923,0,Manhattan Hunt Club
956,0,Manhattan Hunt Club
976,0,Manhattan Hunt Club
1023,0,Manhattan Hunt Club
1043,10,Manhattan Hunt Club
1106,8,Manhattan Hunt Club
1282,10,Manhattan Hunt Club
1409,0,Manhattan Hunt Club
1447,5,Manhattan Hunt Club
1491,5,Manhattan Hunt Club
1591,5,Manhattan Hunt Club
1678,9,Manhattan Hunt Club
1749,0,Manhattan Hunt Club
1778,0,Manhattan Hunt Club
1890,0,Manhattan Hunt Club
2061,0,Manhattan Hunt Club
2208,0,Manhattan Hunt Club
2215,0,Manhattan Hunt Club
2237,0,Manhattan Hunt Club
2316,10,Manhattan Hunt Club
2490,7,Manhattan Hunt Club
2506,0,Manhattan Hunt Club
2541,8,Manhattan Hunt Club
2585,0,Manhattan Hunt Club
2871,0,Manhattan Hunt Club
3088,6,Manhattan Hunt Club
3092,7,Manhattan Hunt Club
3131,8,Manhattan Hunt Club
3209,8,Manhattan Hunt Club
3217,0,Manhattan Hunt Club
3289,0,Manhattan Hunt Club
3324,0,Manhattan Hunt Club
3404,0,Manhattan Hunt Club
3422,0,Manhattan Hunt Club
3444,0,Manhattan Hunt Club
3489,10,Manhattan Hunt Club
3511,0,Manhattan Hunt Club
3524,0,Manhattan Hunt Club
3651,0,Manhattan Hunt Club
3736,0,Manhattan Hunt Club
3764,0,Manhattan Hunt Club
3795,0,Manhattan Hunt Club
3859,0,Manhattan Hunt Club
3869,0,Manhattan Hunt Club
3913,3,Manhattan Hunt Club
4022,7,Manhattan Hunt Club
4148,0,Manhattan Hunt Club
4182,0,Manhattan Hunt Club
4193,0,Manhattan Hunt Club
4228,9,Manhattan Hunt Club
4273,0,Manhattan Hunt Club
4276,8,Manhattan Hunt Club
4280,0,Manhattan Hunt Club
4358,0,Manhattan Hunt Club
4366,0,Manhattan Hunt Club
4388,5,Manhattan Hunt Club
4460,0,Manhattan Hunt Club
4666,9,Manhattan Hunt Club
4682,6,Manhattan Hunt Club
4746,0,Manhattan Hunt Club
4780,8,Manhattan Hunt Club
4888,7,Manhattan Hunt Club
4898,7,Manhattan Hunt Club
5128,0,Manhattan Hunt Club
5168,0,Manhattan Hunt Club
5171,7,Manhattan Hunt Club
5209,0,Manhattan Hunt Club
5219,8,Manhattan Hunt Club
5322,7,Manhattan Hunt Club
5427,5,Manhattan Hunt Club
5547,9,Manhattan Hunt Club
5580,0,Manhattan Hunt Club
5680,0,Manhattan Hunt Club
5690,0,Manhattan Hunt Club
5692,9,Manhattan Hunt Club
5723,8,Manhattan Hunt Club
5729,8,Manhattan Hunt Club
5806,0,Manhattan Hunt Club
5889,0,Manhattan Hunt Club
6088,0,Manhattan Hunt Club
6187,0,Dark Paradise
21,0,Dark Paradise
46,6,Dark Paradise
203,0,Dark Paradise
213,0,Dark Paradise
232,0,Dark Paradise
281,0,Dark Paradise
309,8,Dark Paradise
494,0,Dark Paradise
504,0,Dark Paradise
606,5,Dark Paradise
685,6,Dark Paradise
707,0,Dark Paradise
737,0,Dark Paradise
757,0,Dark Paradise
804,0,Dark Paradise
811,0,Dark Paradise
822,9,Dark Paradise
839,9,Dark Paradise
847,0,Dark Paradise
956,0,Dark Paradise
1003,0,Dark Paradise
1012,0,Dark Paradise
1146,7,Dark Paradise
1204,0,Dark Paradise
1206,0,Dark Paradise
1252,0,Dark Paradise
1282,7,Dark Paradise
1285,7,Dark Paradise
1406,8,Dark Paradise
1509,0,Dark Paradise
1523,8,Dark Paradise
1553,0,Dark Paradise
1598,0,Dark Paradise
1613,0,Dark Paradise
1640,0,Dark Paradise
1883,0,Dark Paradise
1890,7,Dark Paradise
1900,8,Dark Paradise
1983,0,Dark Paradise
2056,6,Dark Paradise
2133,6,Dark Paradise
2205,0,Dark Paradise
2287,8,Dark Paradise
2319,0,Dark Paradise
2359,0,Dark Paradise
2391,0,Dark Paradise
2476,0,Dark Paradise
2594,0,Dark Paradise
2596,0,Dark Paradise
2778,0,Dark Paradise
2881,0,Dark Paradise
2889,0,Dark Paradise
2898,0,Dark Paradise
2946,0,Dark Paradise
2990,7,Dark Paradise
3007,0,Dark Paradise
3056,0,Dark Paradise
3082,0,Dark Paradise
3103,0,Dark Paradise
3162,8,Dark Paradise
3324,0,Dark Paradise
3425,0,Dark Paradise
3465,0,Dark Paradise
3512,0,Dark Paradise
3515,0,Dark Paradise
3689,0,Dark Paradise
3850,8,Dark Paradise
3867,7,Dark Paradise
3911,0,Dark Paradise
3912,7,Dark Paradise
4061,0,Dark Paradise
4071,0,Dark Paradise
4082,10,Dark Paradise
4085,0,Dark Paradise
4148,7,Dark Paradise
4182,0,Dark Paradise
4185,0,Dark Paradise
4286,0,Dark Paradise
4310,0,Dark Paradise
4315,0,Dark Paradise
4325,0,Dark Paradise
4337,0,Dark Paradise
4390,0,Dark Paradise
4413,0,Dark Paradise
4432,0,Dark Paradise
4490,0,Dark Paradise
4579,0,Dark Paradise
4625,9,Dark Paradise
4672,5,Dark Paradise
4673,0,Dark Paradise
4731,0,Dark Paradise
4790,0,Dark Paradise
4874,0,Dark Paradise
4957,5,Dark Paradise
4997,0,Dark Paradise
5019,7,Dark Paradise
5028,0,Dark Paradise
5066,4,Dark Paradise
5103,0,Dark Paradise
5115,0,Dark Paradise
5177,9,Dark Paradise
5196,0,Dark Paradise
5252,0,Dark Paradise
5306,0,Dark Paradise
5309,0,Dark Paradise
5318,8,Dark Paradise
5395,5,Dark Paradise
5437,0,Dark Paradise
5445,6,Dark Paradise
5546,0,Dark Paradise
5547,0,Dark Paradise
5558,0,Dark Paradise
5577,0,Dark Paradise
5690,0,Dark Paradise
5717,0,Dark Paradise
5743,0,Dark Paradise
5806,0,Dark Paradise
5850,8,Dark Paradise
5866,0,Dark Paradise
5868,5,Dark Paradise
5945,0,Dark Paradise
5956,10,Dark Paradise
6009,0,Dark Paradise
6014,0,Dark Paradise
6077,0,Dark Paradise
6096,0,Dark Paradise
6103,5,Dark Paradise
6187,0,Night Sins
6286,0,Night Sins
12,8,Night Sins
144,0,Night Sins
145,0,Night Sins
178,0,Night Sins
281,9,Night Sins
308,8,Night Sins
326,0,Night Sins
354,0,Night Sins
370,0,Night Sins
385,0,Night Sins
401,0,Night Sins
412,0,Night Sins
422,0,Night Sins
448,10,Night Sins
600,0,Night Sins
604,0,Night Sins
620,0,Night Sins
638,0,Night Sins
675,9,Night Sins
811,8,Night Sins
814,0,Night Sins
839,10,Night Sins
847,0,Night Sins
924,0,Night Sins
983,10,Night Sins
1126,0,Night Sins
1138,0,Night Sins
1259,0,Night Sins
1285,0,Night Sins
1406,0,Night Sins
1417,8,Night Sins
1422,0,Night Sins
1545,0,Night Sins
1553,0,Night Sins
1556,0,Night Sins
1565,0,Night Sins
1574,0,Night Sins
1653,0,Night Sins
1659,0,Night Sins
1798,0,Night Sins
1867,0,Night Sins
1883,0,Night Sins
1908,0,Night Sins
1918,0,Night Sins
1962,9,Night Sins
1964,0,Night Sins
1966,0,Night Sins
1983,0,Night Sins
2056,6,Night Sins
2067,0,Night Sins
2068,0,Night Sins
2133,7,Night Sins
2287,5,Night Sins
2312,0,Night Sins
2346,0,Night Sins
2356,6,Night Sins
2502,10,Night Sins
2526,0,Night Sins
2573,7,Night Sins
2834,0,Night Sins
2923,0,Night Sins
3026,0,Night Sins
3041,5,Night Sins
3054,0,Night Sins
3056,9,Night Sins
3082,0,Night Sins
3103,0,Night Sins
3113,0,Night Sins
3217,8,Night Sins
3220,0,Night Sins
3295,0,Night Sins
3324,0,Night Sins
3347,0,Night Sins
3350,0,Night Sins
3404,4,Night Sins
3425,0,Night Sins
3448,0,Night Sins
3618,0,Night Sins
3685,0,Night Sins
3709,8,Night Sins
3873,6,Night Sins
3946,0,Night Sins
3959,9,Night Sins
3963,5,Night Sins
3975,0,Night Sins
3997,8,Night Sins
4018,0,Night Sins
4031,8,Night Sins
4135,7,Night Sins
4148,7,Night Sins
4173,9,Night Sins
4182,0,Night Sins
4210,0,Night Sins
4211,0,Night Sins
4337,0,Night Sins
4359,9,Night Sins
4401,7,Night Sins
4477,0,Night Sins
4483,0,Night Sins
4487,0,Night Sins
4490,8,Night Sins
4527,0,Night Sins
4536,0,Night Sins
4547,9,Night Sins
4586,0,Night Sins
4605,0,Night Sins
4625,9,Night Sins
4672,0,Night Sins
4673,0,Night Sins
4697,0,Night Sins
4708,0,Night Sins
4731,0,Night Sins
4757,0,Night Sins
4765,7,Night Sins
4818,0,Night Sins
4837,6,Night Sins
4848,0,Night Sins
4927,0,Night Sins
4928,0,Night Sins
4945,0,Night Sins
4966,10,Night Sins
4986,0,Night Sins
4997,0,Night Sins
5019,0,Night Sins
5028,0,Night Sins
5145,0,Night Sins
5188,9,Night Sins
5196,0,Night Sins
5201,8,Night Sins
5209,10,Night Sins
5287,0,Night Sins
5327,9,Night Sins
5396,0,Night Sins
5437,0,Night Sins
5467,0,Night Sins
5500,7,Night Sins
5546,10,Night Sins
5551,9,Night Sins
5577,0,Night Sins
5579,0,Night Sins
5605,0,Night Sins
5610,0,Night Sins
5644,0,Night Sins
5670,0,Night Sins
5713,0,Night Sins
5716,0,Night Sins
5729,0,Night Sins
5816,0,Night Sins
5844,0,Night Sins
5945,0,Night Sins
5965,0,Night Sins
6014,0,Night Sins
6048,7,Night Sins
6094,7,Night Sins
6096,10,Night Sins
6187,0,At the Edge
2663,8,At the Edge
4043,7,At the Edge
4158,0,At the Edge
6112,0,At the Edge
6175,8,At the Edge
6187,0,Make Them Cry
422,0,Make Them Cry
956,0,Make Them Cry
1788,0,Make Them Cry
2246,0,Make Them Cry
2312,0,Make Them Cry
3994,0,Make Them Cry
4085,0,Make Them Cry
4527,0,Make Them Cry
5635,0,Make Them Cry
6188,9,Little Altars Everywhere
6291,7,Little Altars Everywhere
93,10,Little Altars Everywhere
175,0,Little Altars Everywhere
221,8,Little Altars Everywhere
479,0,Little Altars Everywhere
559,9,Little Altars Everywhere
576,0,Little Altars Everywhere
626,0,Little Altars Everywhere
692,7,Little Altars Everywhere
921,8,Little Altars Everywhere
999,10,Little Altars Everywhere
1182,0,Little Altars Everywhere
1187,0,Little Altars Everywhere
1409,8,Little Altars Everywhere
1434,0,Little Altars Everywhere
1497,0,Little Altars Everywhere
1549,0,Little Altars Everywhere
1889,0,Little Altars Everywhere
2333,10,Little Altars Everywhere
2368,9,Little Altars Everywhere
2519,0,Little Altars Everywhere
2604,0,Little Altars Everywhere
2608,5,Little Altars Everywhere
2676,0,Little Altars Everywhere
2788,0,Little Altars Everywhere
2914,0,Little Altars Everywhere
2976,0,Little Altars Everywhere
2991,8,Little Altars Everywhere
3094,0,Little Altars Everywhere
3350,0,Little Altars Everywhere
3360,0,Little Altars Everywhere
3510,0,Little Altars Everywhere
3640,7,Little Altars Everywhere
3644,0,Little Altars Everywhere
3709,0,Little Altars Everywhere
3937,9,Little Altars Everywhere
4106,0,Little Altars Everywhere
4136,0,Little Altars Everywhere
4154,6,Little Altars Everywhere
4270,7,Little Altars Everywhere
4286,6,Little Altars Everywhere
4298,5,Little Altars Everywhere
4720,0,Little Altars Everywhere
5057,9,Little Altars Everywhere
5073,8,Little Altars Everywhere
5138,0,Little Altars Everywhere
5200,8,Little Altars Everywhere
5396,0,Little Altars Everywhere
5523,7,Little Altars Everywhere
5628,0,Little Altars Everywhere
5642,0,Little Altars Everywhere
5703,8,Little Altars Everywhere
5764,0,Little Altars Everywhere
5792,0,Little Altars Everywhere
5804,0,Little Altars Everywhere
5835,10,Little Altars Everywhere
6076,8,Little Altars Everywhere
6090,0,Little Altars Everywhere
6139,10,Little Altars Everywhere
6150,7,Little Altars Everywhere
6188,0,How Stella Got Her Groove Back
281,0,How Stella Got Her Groove Back
322,0,How Stella Got Her Groove Back
438,0,How Stella Got Her Groove Back
506,10,How Stella Got Her Groove Back
664,10,How Stella Got Her Groove Back
679,0,How Stella Got Her Groove Back
719,0,How Stella Got Her Groove Back
822,0,How Stella Got Her Groove Back
856,0,How Stella Got Her Groove Back
1090,0,How Stella Got Her Groove Back
1175,0,How Stella Got Her Groove Back
1244,0,How Stella Got Her Groove Back
1254,0,How Stella Got Her Groove Back
1274,10,How Stella Got Her Groove Back
1276,7,How Stella Got Her Groove Back
1279,8,How Stella Got Her Groove Back
1301,0,How Stella Got Her Groove Back
1339,0,How Stella Got Her Groove Back
1342,0,How Stella Got Her Groove Back
1409,0,How Stella Got Her Groove Back
1516,0,How Stella Got Her Groove Back
1996,0,How Stella Got Her Groove Back
2031,0,How Stella Got Her Groove Back
2052,0,How Stella Got Her Groove Back
2095,0,How Stella Got Her Groove Back
2156,9,How Stella Got Her Groove Back
2253,10,How Stella Got Her Groove Back
2310,0,How Stella Got Her Groove Back
2470,0,How Stella Got Her Groove Back
2548,0,How Stella Got Her Groove Back
2592,10,How Stella Got Her Groove Back
2871,0,How Stella Got Her Groove Back
2873,10,How Stella Got Her Groove Back
2901,7,How Stella Got Her Groove Back
2929,7,How Stella Got Her Groove Back
2937,8,How Stella Got Her Groove Back
3009,0,How Stella Got Her Groove Back
3042,0,How Stella Got Her Groove Back
3094,0,How Stella Got Her Groove Back
3103,0,How Stella Got Her Groove Back
3324,0,How Stella Got Her Groove Back
3330,0,How Stella Got Her Groove Back
3399,6,How Stella Got Her Groove Back
3425,0,How Stella Got Her Groove Back
3440,0,How Stella Got Her Groove Back
3497,0,How Stella Got Her Groove Back
3532,0,How Stella Got Her Groove Back
3869,0,How Stella Got Her Groove Back
3966,0,How Stella Got Her Groove Back
4052,0,How Stella Got Her Groove Back
4158,0,How Stella Got Her Groove Back
4175,0,How Stella Got Her Groove Back
4189,0,How Stella Got Her Groove Back
4325,0,How Stella Got Her Groove Back
4365,10,How Stella Got Her Groove Back
4660,0,How Stella Got Her Groove Back
4757,0,How Stella Got Her Groove Back
4818,0,How Stella Got Her Groove Back
4826,0,How Stella Got Her Groove Back
4837,0,How Stella Got Her Groove Back
4873,0,How Stella Got Her Groove Back
4947,0,How Stella Got Her Groove Back
5049,0,How Stella Got Her Groove Back
5056,7,How Stella Got Her Groove Back
5105,0,How Stella Got Her Groove Back
5142,0,How Stella Got Her Groove Back
5196,0,How Stella Got Her Groove Back
5197,0,How Stella Got Her Groove Back
5240,5,How Stella Got Her Groove Back
5265,0,How Stella Got Her Groove Back
5503,0,How Stella Got Her Groove Back
5690,8,How Stella Got Her Groove Back
5780,0,How Stella Got Her Groove Back
5829,0,How Stella Got Her Groove Back
5834,0,How Stella Got Her Groove Back
5844,0,How Stella Got Her Groove Back
5856,0,How Stella Got Her Groove Back
5952,0,How Stella Got Her Groove Back
5958,9,How Stella Got Her Groove Back
6043,0,How Stella Got Her Groove Back
6180,0,How Stella Got Her Groove Back
6188,0,The Law of Love
158,0,The Law of Love
961,0,The Law of Love
1405,0,The Law of Love
1991,8,The Law of Love
2331,0,The Law of Love
2716,0,The Law of Love
2907,0,The Law of Love
3348,0,The Law of Love
3490,7,The Law of Love
3846,0,The Law of Love
4107,0,The Law of Love
4223,0,The Law of Love
4300,3,The Law of Love
4398,7,The Law of Love
4881,4,The Law of Love
5039,0,The Law of Love
5091,0,The Law of Love
5738,0,The Law of Love
6188,9,Waiting to Exhale
6286,0,Waiting to Exhale
41,0,Waiting to Exhale
181,0,Waiting to Exhale
220,0,Waiting to Exhale
262,0,Waiting to Exhale
277,0,Waiting to Exhale
281,8,Waiting to Exhale
312,7,Waiting to Exhale
354,0,Waiting to Exhale
626,0,Waiting to Exhale
712,0,Waiting to Exhale
741,8,Waiting to Exhale
832,0,Waiting to Exhale
893,0,Waiting to Exhale
988,0,Waiting to Exhale
1191,0,Waiting to Exhale
1224,0,Waiting to Exhale
1243,0,Waiting to Exhale
1286,0,Waiting to Exhale
1379,5,Waiting to Exhale
1409,0,Waiting to Exhale
1478,0,Waiting to Exhale
1615,8,Waiting to Exhale
1644,0,Waiting to Exhale
1771,0,Waiting to Exhale
1877,7,Waiting to Exhale
2084,0,Waiting to Exhale
2095,0,Waiting to Exhale
2232,0,Waiting to Exhale
2310,0,Waiting to Exhale
2375,0,Waiting to Exhale
2451,0,Waiting to Exhale
2470,0,Waiting to Exhale
2599,0,Waiting to Exhale
2694,7,Waiting to Exhale
2852,0,Waiting to Exhale
3087,6,Waiting to Exhale
3371,0,Waiting to Exhale
3582,0,Waiting to Exhale
3640,0,Waiting to Exhale
3707,7,Waiting to Exhale
3813,0,Waiting to Exhale
3820,0,Waiting to Exhale
3855,8,Waiting to Exhale
3883,0,Waiting to Exhale
3955,9,Waiting to Exhale
3983,0,Waiting to Exhale
4007,0,Waiting to Exhale
4037,0,Waiting to Exhale
4079,0,Waiting to Exhale
4226,0,Waiting to Exhale
4269,8,Waiting to Exhale
4325,0,Waiting to Exhale
4358,0,Waiting to Exhale
4390,0,Waiting to Exhale
4598,0,Waiting to Exhale
